16:36:35,0x1234,42.0,53.26,54.17,54.57,54.39,54.02,871.99,957.23,1209.62,836.98,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:36:37,0x1234,42.0,53.31,54.17,54.57,54.39,54.02,871.99,957.23,1209.62,836.86,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:36:40,0x1234,42.0,53.49,54.17,54.58,54.39,54.02,872.11,956.92,1209.69,836.86,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:36:43,0x1234,42.0,53.76,54.17,54.58,54.39,54.02,872.11,956.92,1209.69,837.05,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:36:45,0x1234,42.0,53.96,54.17,54.58,54.39,54.02,871.99,956.96,1209.69,837.05,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:36:48,0x1234,42.0,53.39,54.17,54.58,54.39,54.02,871.99,956.96,1209.69,837.05,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:36:51,0x1234,42.0,53.46,54.17,54.57,54.39,54.02,872.07,956.89,1209.81,837.05,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:36:53,0x1234,42.0,53.83,54.17,54.57,54.39,54.02,872.07,956.89,1209.81,836.94,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:36:56,0x1234,42.0,53.89,54.17,54.58,54.39,54.02,871.99,956.92,1209.85,836.94,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:36:59,0x1234,42.0,53.80,54.17,54.58,54.39,54.02,871.99,956.92,1209.85,836.94,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:37:01,0x1234,42.0,53.83,54.17,54.57,54.39,54.02,871.91,957.00,1209.62,836.94,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:37:04,0x1234,42.0,54.11,54.17,54.57,54.39,54.02,871.91,957.00,1209.62,837.05,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
16:37:06,0x1234,42.0,53.19,54.17,54.57,54.39,54.02,871.99,956.77,1209.73,837.05,71.77,1.184,1.799,3.281,3.724,1.00,1.79,0.48,0.18,0.11,
