0x1235,23.5,32.12,0.00,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,75.67,1.188,1.786,3.314,3.747,0.99,1.80,0.46,0.19,0.11,
0x1235,25.0,35.07,10000.00,10.35,10.32,10.34,10.34,20.76,20.60,20.60,20.72,75.72,1.188,1.786,3.314,3.748,0.99,1.80,0.46,0.19,0.12,
0x1235,26.0,37.33,20000.00,21.78,21.75,21.78,21.78,43.77,43.50,43.38,43.61,75.46,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.12,
0x1235,27.0,38.14,30000.00,33.22,33.19,33.23,33.23,66.85,66.43,66.28,66.51,75.74,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.12,
0x1235,28.0,39.44,40000.00,44.67,44.63,44.68,44.69,90.02,89.40,89.18,89.40,75.87,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.12,
0x1235,28.75,40.71,45000.00,50.40,50.36,50.41,50.42,101.56,100.91,100.60,100.87,75.70,1.187,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.12,
0x1235,29.5,41.84,46000.00,51.54,51.51,51.56,51.57,103.89,103.20,102.86,103.17,75.84,1.187,1.785,3.313,3.748,0.99,1.80,0.48,0.19,0.12,
0x1235,30.25,41.88,47000.00,52.69,52.66,52.71,52.72,106.18,105.50,105.15,105.46,75.64,1.187,1.785,3.312,3.748,0.99,1.80,0.48,0.19,0.12,
0x1235,30.75,42.60,48000.00,53.84,53.80,53.86,53.87,108.52,107.83,107.41,107.75,75.97,1.187,1.785,3.312,3.748,0.99,1.80,0.48,0.19,0.12,
0x1235,31.5,43.36,49000.00,54.99,54.95,55.01,55.01,110.85,110.08,109.74,110.05,75.67,1.187,1.784,3.312,3.748,0.99,1.80,0.48,0.19,0.12,
0x1235,32.0,43.70,50000.00,56.13,56.10,56.15,56.16,113.14,112.45,111.99,112.34,76.23,1.187,1.784,3.312,3.748,0.99,1.80,0.48,0.19,0.12,
0x1235,32.5,43.85,51000.00,57.28,57.24,57.30,57.31,115.47,114.71,114.29,114.63,76.00,1.187,1.784,3.312,3.749,0.99,1.80,0.48,0.19,0.12,
0x1235,33.0,45.08,52000.00,58.43,58.39,58.45,58.46,117.80,117.04,116.58,116.93,75.91,1.187,1.784,3.312,3.749,0.99,1.80,0.48,0.19,0.12,
0x1235,33.25,45.43,53000.00,59.57,59.54,59.60,59.60,120.10,119.33,118.87,119.22,76.06,1.187,1.784,3.312,3.749,0.99,1.79,0.49,0.19,0.12,
0x1235,33.75,46.31,0.00,0.07,0.04,0.07,0.02,0.00,0.00,0.00,0.00,76.30,1.187,1.784,3.312,3.749,0.99,1.80,0.49,0.19,0.11,
