191,191,191,191,191,191,191,191,192,191,191,192,191,192,191,191,191,191,191,191,192,191,191,191,191,191,191,192,191,191,192,191,191,191,192,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,189,190,189,189,189,190,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,190,189,190,189,189,189,189,189,190,189,189,189,189,189,189,189,189,189,189,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,207,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,194,194,194,194,194,194,194,194,194,194,194,194,195,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,
310,310,316,320,300,308,290,298,306,306,296,318,280,294,294,278,288,272,280,288,274,282,292,280,292,288,266,274,270,266,272,256,280,292,282,268,268,280,270,268,288,268,274,264,268,280,278,264,284,266,268,258,258,274,280,266,274,262,270,286,270,252,270,278,294,312,294,318,296,300,322,276,278,296,280,290,284,296,290,286,304,276,286,278,272,276,290,268,286,280,274,272,286,278,270,262,268,280,284,288,276,268,278,282,270,274,268,270,264,274,252,276,240,274,282,258,262,268,268,296,292,258,250,254,266,272,268,262,312,308,326,330,308,308,330,316,306,300,294,304,296,282,298,314,284,292,288,296,298,312,296,292,304,282,282,292,290,298,276,284,276,282,298,292,286,294,282,286,296,292,282,276,276,310,276,280,292,290,276,284,286,280,276,276,278,290,284,280,282,282,280,288,324,312,304,324,324,316,310,328,302,324,306,306,314,286,296,312,310,298,304,306,284,284,278,282,294,286,294,288,288,292,300,288,272,284,286,278,286,282,278,286,286,288,272,290,276,274,292,276,270,294,294,294,276,270,288,292,280,294,276,292,302,268,288,272,
310,310,316,320,300,306,288,298,306,304,294,316,278,292,294,278,288,270,278,286,272,282,290,280,292,286,264,274,270,264,272,252,280,292,280,268,264,278,268,264,286,264,272,264,264,280,276,264,284,266,266,256,258,272,278,264,272,260,268,284,270,252,270,276,294,312,294,318,296,298,320,276,276,294,280,288,284,296,288,286,302,276,286,278,274,274,288,268,286,280,274,270,286,278,270,262,268,278,282,286,274,266,278,282,268,274,268,270,264,274,252,276,240,274,280,256,262,268,268,296,290,258,250,254,266,272,268,258,312,306,322,328,306,308,330,316,304,298,292,304,296,282,298,312,282,290,288,296,296,310,296,290,304,282,282,292,290,296,276,282,276,282,298,290,284,292,280,286,294,292,282,274,276,306,274,280,288,288,276,282,284,280,274,274,276,288,282,278,278,280,274,286,324,312,302,324,324,316,308,326,300,324,304,306,312,284,296,312,308,296,302,304,286,282,278,280,294,284,292,288,286,292,300,288,272,282,286,278,286,282,278,286,286,288,272,288,274,274,290,276,270,292,292,294,276,270,286,290,276,292,278,290,300,266,288,270,
