0x1235,38.5,50.6,0,0.07,0.03,0.06,0.06,0,0,0,0,76.38,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.11
0x1235,38.5,50.08,10000,10.42,10.4,10.39,10.38,20.53,20.64,20.33,20.49,76.25,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,38.5,49.68,20000,21.85,21.83,21.81,21.8,43.38,43.61,43.12,43.42,76.16,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,38.75,49.93,30000,33.29,33.28,33.25,33.24,66.28,66.59,66.01,66.32,76.45,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,38.75,49.83,40000,44.74,44.73,44.7,44.68,89.21,89.6,88.91,89.33,76.16,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,39,50.11,45000,50.47,50.46,50.42,50.4,100.68,101.1,100.41,100.8,75.71,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,39,50.08,46000,51.61,51.61,51.57,51.55,102.94,103.32,102.71,103.09,75.97,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,39,49.86,47000,52.76,52.75,52.71,52.69,105.23,105.65,105,105.34,75.76,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,39,50.48,48000,53.9,53.9,53.86,53.84,107.52,107.94,107.29,107.6,76.08,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,39,51,49000,55.05,55.04,55.01,54.98,109.82,110.27,109.55,109.97,75.71,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,39,49.96,50000,56.2,56.19,56.15,56.13,112.11,112.57,111.84,112.26,75.87,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,39,49.59,51000,57.34,57.34,57.3,57.27,114.4,114.82,114.17,114.52,75.93,1.191,1.78,3.298,3.739,0.99,1.79,0.48,0.18,0.12
0x1235,39.25,50.57,52000,58.49,58.48,58.44,58.42,116.7,117.12,116.5,116.81,76.01,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,39.25,50.22,53000,59.63,59.63,59.59,59.56,118.99,119.41,118.76,119.18,76.07,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.12
0x1235,39,50.6,0,0.07,0.03,0.06,0.07,0,0,0,0,75.89,1.191,1.78,3.298,3.739,0.99,1.78,0.48,0.18,0.11
,,,,,,,,,,,,,,,,,,,,,
0.0011453,-1.0729,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-1.1429,-1.1029,-1.1329,-1.1329,,,,,,,,,,,,,,,,,,
-0.0399,-0.0199,-0.0099,1E-04,,,,,,,,,,,,,,,,,,
-0.0169,0.0031,0.0231,0.0331,,,,,,,,,,,,,,,,,,
-0.0039,0.0061,0.0361,0.0461,,,,,,,,,,,,,,,,,,
-0.0009,0.0091,0.0391,0.0591,,,,,,,,,,,,,,,,,,
-0.0044,0.0056,0.0456,0.0656,,,,,,,,,,,,,,,,,,
0.0009,0.0009,0.0409,0.0609,,,,,,,,,,,,,,,,,,
-0.0038,0.0062,0.0462,0.0662,,,,,,,,,,,,,,,,,,
0.0015,0.0015,0.0415,0.0615,,,,,,,,,,,,,,,,,,
-0.0032,0.0068,0.0368,0.0668,,,,,,,,,,,,,,,,,,
-0.0079,0.0021,0.0421,0.0621,,,,,,,,,,,,,,,,,,
-0.0026,-0.0026,0.0374,0.0674,,,,,,,,,,,,,,,,,,
-0.0073,0.0027,0.0427,0.0627,,,,,,,,,,,,,,,,,,
-0.002,-0.002,0.038,0.068,,,,,,,,,,,,,,,,,,
