2018,0x1234,39.25,0.61,0.44,0.07,0.03,0.00,0.00,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.11,
2018,0x1234,39.25,0.33,0.21,0.07,0.03,0.00,0.00,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.11,
2018,0x1234,39.25,0.33,0.21,0.07,0.03,0.00,0.00,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.11,
2018,0x1234,39.25,0.20,0.14,0.07,0.03,0.00,0.00,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.11,
2018,0x1234,39.25,0.20,0.14,0.07,0.03,0.00,0.00,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.11,
2018,0x1234,39.25,0.13,0.08,0.07,0.03,0.00,0.00,3.40,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.11,
2018,0x1234,39.25,0.13,0.08,0.07,0.03,0.00,0.00,3.40,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.11,
2018,0x1234,39.25,21.75,22.20,0.07,0.03,3.71,1.91,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.25,21.75,22.20,0.07,0.03,3.71,1.91,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.25,21.75,22.20,0.07,0.03,3.71,1.91,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.25,21.75,22.20,0.07,0.03,3.71,1.91,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.25,21.75,22.20,0.07,0.03,3.71,1.91,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,21.75,22.20,0.07,0.03,3.71,1.91,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,21.75,22.20,0.07,0.03,3.71,1.91,3.63,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,21.75,22.20,0.07,0.03,3.71,1.91,3.63,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.43,22.20,0.07,0.03,265.88,2.29,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.43,22.20,0.07,0.03,265.88,2.29,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.43,22.20,0.07,0.03,266.03,2.29,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.43,22.20,0.07,0.03,266.03,2.29,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.43,22.20,0.07,0.03,265.58,2.29,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.43,22.20,0.07,0.03,265.58,2.29,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.43,22.20,0.07,0.03,265.50,2.29,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.43,22.20,0.07,0.03,265.50,2.29,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.95,22.20,0.07,0.03,312.78,2.37,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.95,22.20,0.07,0.03,312.78,2.37,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.96,22.20,0.07,0.03,312.71,2.37,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.96,22.20,0.07,0.03,312.71,2.37,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.5,55.96,22.20,0.07,0.03,312.90,2.37,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.75,55.96,22.20,0.07,0.03,312.90,2.37,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.75,55.96,22.20,0.07,0.03,312.51,2.37,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
2018,0x1234,39.75,55.96,22.20,0.07,0.03,312.51,2.37,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.94,0.19,0.12,
2018,0x1234,39.75,55.96,22.20,0.07,0.03,312.74,2.37,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.94,0.19,0.12,
2018,0x1234,39.75,55.96,22.20,0.07,0.03,312.74,2.37,0.00,0.00,69.83,1.190,1.786,3.309,3.735,0.93,0.19,0.12,
