64,57,73,66,66,59,52,76,88,88,78,86,83,83,90,78,78,65,64,74,62,64,75,69,98,84,86,81,80,84,68,82,95,70,65,70,69,64,70,60,80,85,62,75,80,89,80,81,67,67,66,68,66,64,69,55,83,71,86,86,75,82,88,84,82,73,84,74,65,71,83,72,70,77,75,74,76,76,73,80,86,81,71,70,71,75,57,64,81,84,63,67,80,66,74,73,85,82,70,75,83,80,74,83,76,73,59,77,81,74,65,79,81,78,90,71,73,78,83,78,70,72,84,74,78,77,69,70,83,70,75,59,68,60,73,73,67,69,65,62,72,74,70,81,65,67,69,66,61,60,68,69,63,65,65,66,73,73,66,69,76,75,62,61,59,55,56,65,60,61,71,70,75,65,76,71,77,80,76,64,60,64,69,62,62,63,67,66,67,69,75,69,64,67,66,64,64,58,69,66,74,71,72,58,65,81,78,69,80,74,71,75,65,67,61,63,66,66,65,61,70,79,70,73,72,85,67,66,68,73,69,53,61,63,81,65,70,80,76,67,84,83,82,80,84,70,57,60,60,61,64,67,88,76,85,
66,57,74,68,66,60,52,77,89,89,75,83,81,83,88,75,78,65,62,75,63,65,76,68,97,83,84,79,77,82,67,82,93,70,65,70,68,66,74,62,78,82,62,73,79,88,80,80,68,69,66,67,68,66,69,56,81,70,84,83,76,81,84,81,83,75,83,72,65,75,82,73,70,73,74,72,74,75,71,80,87,81,73,72,71,73,57,66,79,83,61,66,80,64,72,70,89,83,71,76,83,81,74,81,73,73,60,75,79,74,63,78,79,78,90,71,72,79,82,79,68,72,82,74,76,76,68,68,86,69,75,59,66,62,71,71,65,68,65,62,75,76,71,81,66,64,68,65,59,60,68,68,60,65,66,66,73,72,68,70,75,74,61,61,59,56,57,67,58,62,69,68,76,66,78,71,76,81,71,66,61,64,66,60,59,65,69,64,68,69,77,71,65,68,66,66,61,57,72,64,73,73,73,59,64,80,77,68,80,71,71,77,65,67,62,62,66,67,65,62,72,80,72,72,74,87,67,67,66,74,69,54,63,61,82,63,69,80,76,70,82,83,80,79,84,69,59,61,60,58,64,69,89,77,87,
63,57,72,67,65,59,51,73,87,88,76,84,83,79,88,74,78,65,64,75,63,65,75,69,98,83,82,79,77,82,66,81,93,73,65,69,69,64,72,61,78,82,60,73,79,87,80,78,69,67,66,69,69,62,69,55,81,70,84,84,75,80,86,81,81,73,82,70,67,74,84,75,70,73,73,72,74,74,71,78,84,81,71,70,71,74,56,66,80,82,60,66,79,63,73,71,85,82,70,76,84,81,75,84,75,71,60,72,78,72,63,77,78,78,90,72,73,78,81,78,70,71,83,71,76,76,67,69,83,71,76,60,68,59,70,71,68,67,66,61,73,76,73,81,68,67,67,67,61,62,70,70,63,67,67,65,73,73,69,70,76,75,64,63,60,55,57,66,61,61,70,71,75,66,78,72,76,79,74,63,62,62,68,61,61,66,68,66,68,70,78,72,66,68,67,66,63,57,70,67,73,72,72,60,66,81,76,69,82,75,71,76,63,64,62,65,68,65,65,62,72,81,72,72,74,85,68,65,66,74,68,56,63,64,83,64,70,80,78,72,83,83,81,79,86,70,59,60,61,60,66,67,90,76,86,
63,56,73,67,67,60,51,75,89,90,77,85,85,83,89,76,78,65,62,74,63,65,72,69,99,84,87,82,82,84,68,84,94,71,65,67,71,65,73,61,81,84,64,73,79,88,81,80,66,67,66,67,69,64,70,55,83,71,87,86,77,83,87,83,82,73,83,74,65,71,81,75,70,77,74,75,76,76,72,81,84,80,71,70,70,75,56,66,83,85,62,68,77,66,75,73,85,82,71,77,83,80,74,82,75,73,60,75,80,74,64,80,78,78,89,71,72,79,82,78,68,71,83,74,77,75,69,71,85,73,77,60,67,62,70,69,68,67,65,63,72,75,70,80,69,66,66,67,59,61,70,68,63,66,67,64,73,71,67,71,77,78,64,62,57,55,55,65,58,62,71,69,77,65,77,69,79,82,75,66,61,63,66,61,60,66,70,65,67,70,76,72,64,71,67,69,63,58,70,64,71,72,73,59,64,82,75,70,81,76,73,77,64,67,61,62,65,70,66,62,71,78,73,70,76,86,67,68,65,74,69,55,62,63,81,64,68,78,74,69,82,82,82,81,86,71,57,60,60,57,64,66,88,74,85,
65,59,72,66,66,59,52,74,86,88,75,82,83,80,88,75,77,65,64,74,62,65,74,68,96,83,84,80,77,82,68,80,93,72,63,67,69,62,73,59,77,83,59,72,77,85,79,78,69,65,66,67,67,64,71,54,81,70,85,82,75,79,85,79,81,74,85,73,65,71,83,75,69,75,73,71,74,72,70,79,87,81,73,72,69,73,55,66,80,83,61,65,76,62,72,72,85,84,72,75,83,80,76,82,75,71,59,75,78,74,64,77,77,79,89,73,72,79,82,78,67,69,82,72,75,76,67,69,81,69,76,59,67,60,73,72,66,70,64,60,73,74,72,80,68,65,67,66,61,61,69,70,61,65,67,66,73,73,66,70,76,75,64,61,58,55,57,66,59,62,70,70,74,65,77,72,76,79,73,66,62,63,68,62,62,65,68,65,66,70,76,71,64,69,66,66,62,56,70,68,75,74,72,60,66,81,76,70,79,74,70,74,66,64,61,63,67,66,65,61,71,82,72,71,74,85,65,64,66,74,69,54,61,66,82,64,70,80,78,70,81,81,81,79,82,70,57,60,61,59,64,68,89,76,85,
65,58,75,66,67,60,52,77,85,88,75,82,82,82,89,75,78,65,64,74,64,65,75,69,97,82,84,78,78,80,68,83,92,72,67,69,72,66,74,60,78,84,61,73,78,87,80,78,71,68,69,70,70,64,70,56,79,70,84,82,76,79,86,80,83,74,84,73,67,74,84,76,69,73,71,73,74,75,71,78,86,81,75,72,73,74,57,68,80,83,59,64,78,65,73,72,87,83,71,78,84,83,77,84,74,71,57,74,81,74,63,77,79,79,91,72,74,80,85,81,69,70,82,70,76,75,68,69,84,71,79,63,67,61,72,70,67,68,64,59,72,74,71,81,66,65,68,68,61,61,67,69,59,65,66,67,72,72,66,71,78,76,65,62,57,56,58,67,58,61,69,67,74,65,78,70,78,81,76,67,61,63,67,62,62,65,69,66,66,68,78,70,65,69,66,66,62,58,69,68,70,73,70,60,65,81,78,71,81,73,71,77,64,67,60,61,63,67,65,63,71,81,72,73,76,87,68,68,65,76,70,56,62,63,81,63,69,80,76,69,83,84,82,81,86,70,58,62,62,58,64,67,88,76,86,
64,56,74,67,65,59,52,75,87,90,74,85,84,81,89,79,76,65,63,75,62,66,75,69,99,83,83,80,79,82,69,83,95,71,65,69,68,63,72,60,82,83,64,73,80,88,80,80,70,66,67,67,68,64,71,54,83,70,85,85,76,81,85,81,82,74,84,74,66,73,82,74,71,75,73,74,75,76,72,79,84,80,72,73,69,74,55,66,83,83,62,67,81,65,73,72,84,81,71,75,84,81,76,81,75,73,60,75,79,76,64,79,80,77,88,72,72,81,83,79,69,73,84,74,77,77,69,70,83,71,76,61,69,61,73,72,68,67,63,63,73,75,73,80,66,65,67,67,61,63,69,70,62,66,66,65,74,72,66,69,77,74,62,63,58,56,57,68,58,61,70,67,76,66,77,71,77,79,75,63,61,61,69,62,61,64,67,64,66,70,77,71,64,68,66,68,64,58,70,66,72,72,73,60,64,81,76,69,78,73,72,75,64,66,62,63,68,66,67,63,71,80,71,73,71,86,66,66,66,73,69,55,64,65,82,63,68,81,74,68,81,83,80,79,84,70,59,61,62,60,64,69,88,76,84,
64,57,74,67,66,60,50,75,88,87,74,82,82,81,88,75,76,65,63,75,64,65,76,68,97,85,85,79,76,81,67,80,93,70,65,70,68,64,73,61,78,84,62,72,78,85,81,79,69,67,68,66,69,64,70,56,81,70,85,84,75,81,84,79,82,74,84,74,66,72,81,73,69,76,75,72,73,74,68,78,86,80,72,72,72,72,59,65,80,83,61,65,77,64,73,71,86,82,71,76,83,81,74,83,75,70,59,75,78,73,64,79,79,79,89,71,72,79,83,78,70,70,82,71,74,76,69,68,85,72,77,62,67,59,70,71,66,67,65,60,73,76,73,80,67,67,68,67,59,61,70,70,62,67,67,66,73,73,68,69,77,77,63,62,60,55,56,67,59,60,71,70,74,64,77,69,79,82,76,67,62,63,69,62,60,64,67,65,67,71,78,71,65,68,68,67,63,59,70,67,72,73,73,61,67,82,76,67,82,76,75,77,66,68,62,62,68,65,66,63,71,81,73,73,75,88,67,66,67,75,67,55,63,62,82,65,69,80,77,70,83,84,83,80,84,70,58,61,61,59,65,68,89,77,86,
64,58,71,66,63,59,53,76,86,88,75,83,82,79,88,76,77,63,62,75,64,66,74,68,96,83,84,77,76,82,68,82,93,70,66,68,69,64,74,60,78,83,61,71,79,86,79,77,68,66,67,66,66,64,70,55,82,69,84,84,76,79,84,80,82,73,83,73,67,74,83,74,68,76,73,72,73,73,71,78,85,81,73,72,70,73,56,65,81,83,62,66,77,62,73,71,85,83,71,75,83,81,76,82,72,69,59,74,79,74,62,74,80,77,89,70,72,80,84,78,67,70,81,71,75,75,67,68,82,69,78,61,66,61,73,73,64,65,65,62,73,75,73,80,66,66,65,66,61,59,69,69,60,65,65,65,74,73,67,71,77,74,62,62,59,55,57,65,57,63,70,68,75,66,79,71,76,80,76,66,63,63,66,61,63,66,68,65,69,70,79,71,63,69,67,67,64,57,69,66,73,71,74,60,66,81,77,70,79,72,70,73,66,66,60,61,66,66,67,64,71,81,72,72,73,85,68,65,67,74,69,56,63,63,81,66,71,80,78,69,81,82,80,78,83,70,58,63,59,58,65,66,89,76,86,
63,58,74,66,65,60,52,76,90,89,77,85,85,82,89,76,73,64,62,76,63,65,76,68,97,86,85,81,79,84,69,82,94,70,66,69,71,65,75,60,81,84,64,73,80,89,80,80,69,66,69,68,68,64,69,56,82,71,87,85,77,82,87,83,81,74,82,72,67,72,83,73,70,75,76,74,76,76,72,80,85,81,72,70,70,73,57,67,83,85,63,65,81,64,73,72,87,82,70,75,83,79,75,81,76,72,60,75,79,74,64,79,79,79,89,73,73,82,83,80,71,70,81,72,76,76,68,71,84,71,75,57,68,61,71,71,66,65,64,61,73,76,72,81,67,65,65,66,61,60,68,70,61,63,65,65,73,74,67,69,75,74,63,60,59,56,56,65,58,59,68,68,76,65,77,69,76,79,73,65,62,62,69,61,61,64,67,65,67,69,77,72,64,67,67,65,62,57,70,65,72,69,71,59,65,80,76,68,80,72,72,74,64,67,60,63,65,65,65,61,72,82,71,70,74,85,65,66,65,73,68,54,63,60,82,64,68,80,78,71,81,82,80,80,85,71,55,62,61,57,65,69,87,76,86,
