16:59:21,0x1235,22.0,33.65,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.786,3.314,3.748,0.99,1.80,0.46,0.19,0.10,
16:59:23,0x1235,22.0,34.28,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.46,0.19,0.10,
16:59:26,0x1235,22.0,34.62,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.46,0.19,0.10,
16:59:29,0x1235,22.0,34.47,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.46,0.19,0.10,
16:59:31,0x1235,22.0,34.18,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.46,0.19,0.10,
16:59:34,0x1235,22.0,34.76,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.46,0.19,0.10,
16:59:37,0x1235,22.0,34.95,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.46,0.19,0.10,
16:59:39,0x1235,22.0,34.98,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.46,0.19,0.10,
16:59:42,0x1235,22.25,35.62,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.46,0.19,0.10,
16:59:44,0x1235,22.25,34.99,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
16:59:47,0x1235,22.25,35.68,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
16:59:50,0x1235,22.25,36.30,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
16:59:52,0x1235,22.25,36.21,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
16:59:55,0x1235,22.25,35.95,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
16:59:58,0x1235,22.25,36.39,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:00,0x1235,22.25,36.33,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:03,0x1235,22.25,36.45,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:06,0x1235,22.5,36.30,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:08,0x1235,22.5,37.13,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:11,0x1235,22.5,37.28,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:13,0x1235,22.5,37.24,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:16,0x1235,22.5,37.50,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:19,0x1235,22.5,37.18,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:21,0x1235,22.5,37.05,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:24,0x1235,22.75,37.74,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:27,0x1235,22.75,37.28,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:29,0x1235,22.75,38.25,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.314,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:32,0x1235,22.75,37.68,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:35,0x1235,22.75,38.14,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:37,0x1235,22.75,38.27,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:40,0x1235,22.75,38.04,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:43,0x1235,22.75,39.08,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:45,0x1235,23.0,38.34,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:48,0x1235,23.0,38.16,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.10,
17:00:50,0x1235,23.0,39.39,0.06,0.03,0.06,0.02,0.00,0.00,0.00,0.00,0.05,1.188,1.785,3.313,3.748,0.99,1.80,0.47,0.19,0.10,
