0x1235,22.75,33.55,0.00,0.06,0.02,0.05,0.02,0.00,0.00,0.00,0.00,75.83,1.195,1.801,3.277,3.761,0.99,1.80,0.44,0.18,0.11,
0x1235,24.75,36.11,10000.00,10.33,10.34,0.06,10.34,20.37,20.22,0.00,20.03,76.14,1.195,1.801,3.277,3.761,0.99,1.80,0.45,0.18,0.11,
0x1235,26.0,37.22,20000.00,21.76,21.78,0.06,21.78,43.50,43.19,0.00,42.81,76.19,1.195,1.801,3.277,3.761,0.99,1.80,0.45,0.18,0.11,
0x1235,27.0,38.59,30000.00,33.21,33.22,0.06,33.22,66.62,66.16,0.00,65.59,76.36,1.195,1.801,3.277,3.762,0.99,1.80,0.45,0.18,0.11,
0x1235,28.0,39.02,40000.00,44.67,44.68,0.06,44.68,89.75,89.14,0.00,88.41,75.79,1.194,1.800,3.276,3.762,0.99,1.80,0.45,0.18,0.11,
0x1235,28.75,40.14,45000.00,50.40,50.41,0.06,50.41,101.25,100.60,0.00,99.84,75.52,1.194,1.800,3.276,3.762,0.99,1.80,0.46,0.18,0.11,
0x1235,29.5,40.81,46000.00,51.54,51.56,0.06,51.56,103.55,102.90,0.00,102.09,76.03,1.194,1.800,3.276,3.762,0.99,1.80,0.46,0.18,0.11,
0x1235,30.25,41.51,47000.00,52.69,52.70,0.06,52.71,105.88,105.23,0.00,104.39,75.91,1.194,1.800,3.276,3.762,0.99,1.80,0.46,0.18,0.11,
0x1235,30.75,42.27,48000.00,53.84,53.85,0.06,53.86,108.21,107.52,0.00,106.68,75.71,1.194,1.800,3.276,3.762,0.99,1.80,0.46,0.18,0.11,
0x1235,31.25,42.82,49000.00,54.99,55.00,0.06,55.01,110.50,109.85,0.00,108.97,75.82,1.194,1.800,3.276,3.762,0.99,1.80,0.46,0.18,0.11,
0x1235,31.75,43.48,50000.00,56.13,56.14,0.06,56.16,112.80,112.15,0.00,111.23,75.79,1.194,1.800,3.276,3.762,0.99,1.80,0.46,0.18,0.11,
0x1235,32.25,43.84,51000.00,57.28,57.29,0.06,57.30,115.13,114.44,0.00,113.52,75.39,1.194,1.800,3.276,3.762,0.99,1.80,0.47,0.18,0.11,
0x1235,32.75,44.45,52000.00,58.43,58.44,0.06,58.45,117.42,116.77,0.00,115.78,75.17,1.194,1.800,3.276,3.762,0.99,1.80,0.47,0.18,0.11,
0x1235,33.0,44.99,53000.00,59.57,59.59,0.06,59.60,119.75,119.07,0.00,118.07,75.09,1.194,1.800,3.276,3.762,0.99,1.80,0.47,0.18,0.11,
0x1235,33.5,45.67,0.00,0.07,0.03,0.06,0.03,0.00,0.00,0.00,0.00,75.05,1.194,1.800,3.276,3.762,0.99,1.80,0.47,0.18,0.11,
